NAME	TITLE	SCORE	
PKP3	na	0.702027	
CASR	na	0.70180506	
SPART	na	0.7011776	
PLLP	na	0.70117456	
RALYL	na	0.70081776	
S100B	na	0.7007809	
LOC107986899	na	0.70068884	
SH3TC2	na	0.70049804	
LRRC32	na	0.69905114	
SLC24A1	na	0.6986485	
PGAP3	na	0.69830245	
SYTL2	na	0.6980161	
CBLN4	na	0.69764054	
SLAMF6	na	0.6975657	
CYB5D1	na	0.6970435	
ACSS3	na	0.6967363	
DECR1	na	0.6966304	
LOC105378842	na	0.696343	
LOC102724379	na	0.6959751	
SIRT3	na	0.6959707	
JAKMIP2-AS1	na	0.69585276	
LOC100505918	na	0.6944668	
GOLGA6C	na	0.6944444	
ORM2	na	0.69418126	
LOC101929846	na	0.6940646	
LOC105372859	na	0.69337523	
FGF20	na	0.6928203	
LOC105375130	na	0.6928203	
ADRB1	na	0.6921907	
SCP2	na	0.6920733	
LINGO2	na	0.69186455	
SH3YL1	na	0.6918482	
SPOCK3	na	0.6918289	
CATSPERG	na	0.691723	
LOC101927080	na	0.69148797	
ETFB	na	0.69096243	
GUCA2B	na	0.6907026	
INSIG1	na	0.68953526	
LOC101928953	na	0.6894423	
EI24	na	0.68938774	
RND2	na	0.68910444	
GATA6-AS1	na	0.68876487	
LOC105372767	na	0.6883801	
PCTP	na	0.68764037	
LINC02675	na	0.68743515	
LOC105374160	na	0.686927	
COL23A1	na	0.6868775	
MYOCD	na	0.68684417	
COQ9	na	0.6868132	
SLCO2A1	na	0.68666035	
CLIC6	na	0.6866293	
LOC105369455	na	0.6866166	
LOC101927377	na	0.68653345	
USH2A	na	0.6856624	
ADRA2A	na	0.68504554	
CD3G	na	0.6850049	
CRACR2A	na	0.6843889	
RASGEF1B	na	0.68415236	
OR2W3	na	0.68335015	
SLC6A2	na	0.68335015	
LOC105374325	na	0.68335015	
LOC107984581	na	0.68335015	
LOC107987331	na	0.68335015	
LOC112268122	na	0.68320525	
HSPC102	na	0.68320525	
PKIG	na	0.68307066	
CHST3	na	0.6829675	
TLL1	na	0.682925	
LOC729683	na	0.6823526	
LOC105375724	na	0.6823247	
LOC105369725	na	0.68222207	
MS4A4E	na	0.68181187	
S1PR1	na	0.68133533	
ZNF439	na	0.6810092	
SYCE1	na	0.6808248	
GPR174	na	0.6804527	
PCDH19	na	0.6802502	
LOC105370103	na	0.67961305	
TF	na	0.6792067	
MST1P2	na	0.6790108	
LOC105378593	na	0.67873746	
LOC107986332	na	0.67857337	
C4orf33	na	0.67853135	
EPB41L4B	na	0.67689437	
BEGAIN	na	0.6760272	
PTGS2	na	0.6760137	
NR1I2	na	0.6753485	
PTPN21	na	0.67445296	
CYP2C19	na	0.6742957	
GSTK1	na	0.67409796	
DNAI1	na	0.67357534	
KLRC2	na	0.67357534	
ADAMTSL3	na	0.67344993	
LOC112267965	na	0.67295945	
LOC107984878	na	0.67270046	
FAM3B	na	0.6720405	
ACOT2	na	0.6713427	
JAM2	na	0.6707913	
ARHGEF33	na	0.6707523	
LOC105376127	na	0.6703914	
LINC01554	na	0.6700593	
OVGP1	na	0.67001796	
SELENOW	na	0.66997534	
MMAB	na	0.66963863	
LOC105376110	na	0.6696137	
LOC107987134	na	0.6695293	
ADGRA3	na	0.6692569	
LOC105378340	na	0.66901845	
RBKS	na	0.6681667	
CCDC198	na	0.6679307	
LOC105369625	na	0.667785	
ABHD15	na	0.6677206	
MAP9	na	0.66753817	
D2HGDH	na	0.66750807	
CXorf65	na	0.6666667	
LINC02671	na	0.6666667	
SNORD35A	na	0.6666667	
NR1H3	na	0.66611046	
LAP3	na	0.6660499	
CAPS	na	0.6655423	
PGLYRP2	na	0.6654066	
LRRTM4	na	0.6653203	
LRRC7-AS1	na	0.66523796	
DACT3	na	0.66449636	
WNT7B	na	0.66421247	
SLC7A2	na	0.66407734	
MLLT10P1	na	0.66351753	
OCEL1	na	0.6630436	
SLC12A1	na	0.662983	
ITIH5	na	0.66215265	
UNC5C	na	0.66162443	
SIGLEC16	na	0.6615955	
RAMP2	na	0.66108775	
ADCY10P1	na	0.6607462	
ZNF22-AS1	na	0.6603774	
LAMC2	na	0.66015315	
DNAJC27-AS1	na	0.6598289	
LOC107986557	na	0.6598289	
SLC14A2	na	0.6598289	
SMPDL3A	na	0.65956837	
LOC105372278	na	0.65940654	
DPEP3	na	0.65940654	
KRBOX1	na	0.65940654	
LOC105374419	na	0.65940654	
SLC6A4	na	0.6593908	
MAP4K1	na	0.6592441	
ACVR2A	na	0.65904033	
TSPAN18	na	0.65898377	
LOC101928228	na	0.65842927	
SERINC1	na	0.65829945	
LOC102724800	na	0.65790457	
TEX26	na	0.65764123	
MYL9	na	0.65760607	
LMO2	na	0.65702623	
GIMAP8	na	0.6568815	
ZFYVE21	na	0.6561388	
LINC02166	na	0.6559573	
LOC105371168	na	0.6555978	
CDH15	na	0.6552354	
SNORD59B	na	0.65465367	
CD247	na	0.6545998	
GARNL3	na	0.65416634	
NIPAL1	na	0.6541001	
LOC101928472	na	0.6525543	
LCN10	na	0.65211874	
CBX7	na	0.6519373	
TNFSF10	na	0.65192217	
LOC100132813	na	0.6516332	
FCER1A	na	0.65141726	
LOC105377986	na	0.6513878	
SSC5D	na	0.6511692	
MME	na	0.65104425	
KLF2	na	0.6509323	
LOC105372112	na	0.6508621	
LOC102723517	na	0.65063965	
PDZD3	na	0.64990777	
WDR86	na	0.6497257	
UPK3B_1	na	0.649519	
LINC00842	na	0.6494076	
LOC107986954	na	0.6494076	
SYCE1L	na	0.6493831	
CALHM5	na	0.64929235	
LOC112268133	na	0.64922076	
MS4A2	na	0.6483255	
TBX3	na	0.64832014	
PDGFRA	na	0.64761347	
TFR2	na	0.64669764	
HAS1	na	0.64665896	
LOC107984577	na	0.64665896	
LOC107985874	na	0.64665896	
NOG	na	0.64665896	
TACR1	na	0.64665896	
USP50	na	0.64665896	
LOC112267984	na	0.6464204	
ZMAT4	na	0.6464204	
LOC105372989	na	0.64606607	
EPS8L1	na	0.64595526	
DSCAML1	na	0.6456861	
THRB	na	0.6451428	
HENMT1	na	0.6446155	
LOC102723415	na	0.6446009	
RASD1	na	0.6445856	
CNIH1	na	0.64434206	
APOD	na	0.6441819	
PHYKPL	na	0.6439972	
PRKCH	na	0.643374	
LOC105374152	na	0.64326173	
LOC112268027	na	0.64318436	
SCD5	na	0.64311117	
GJB1	na	0.64302874	
LINC00907	na	0.6430072	
TGFBR2	na	0.64298874	
TNFRSF13B	na	0.6423667	
LOC400867	na	0.64192766	
CLU	na	0.6416564	
TENM3	na	0.6415349	
PRICKLE1	na	0.6415298	
IL6	na	0.6415003	
ZDHHC8	na	0.6414222	
PPP1R14A	na	0.64134955	
SLC25A18	na	0.64115584	
LOC158434	na	0.6410036	
TRBC1	na	0.6405126	
FOLR1	na	0.6405086	
BCHE	na	0.6398631	
CCDC90B	na	0.6398493	
LBX2-AS1	na	0.63960445	
PRKCZ	na	0.6391584	
LOC105374040	na	0.63898635	
LOC105378642	na	0.637516	
LOC105379087	na	0.637516	
DLK1	na	0.6366626	
TOP1P1	na	0.63651395	
LOC105369250	na	0.63569075	
CCN5	na	0.6353723	
ESPN	na	0.63524175	
LOC107984526	na	0.6350853	
PTPRD	na	0.634411	
MCC	na	0.6343695	
TRAV1-2	na	0.6337203	
DAPK1-IT1	na	0.63345	
DOCK9-AS1	na	0.63345	
GACAT2	na	0.63345	
H3-2	na	0.63345	
LINC00693	na	0.63345	
LINC02259	na	0.63345	
LOC101928631	na	0.63345	
LOC102723544	na	0.63345	
LOC105376219	na	0.63345	
LOC105378747	na	0.63345	
LOC107984627	na	0.63345	
LOC107985895	na	0.63345	
LOC284950	na	0.63345	
SCN1A-AS1	na	0.63345	
STK32A-AS1	na	0.63345	
TRAV6	na	0.63345	
NUDT9P1	na	0.63345	
FGF14-AS2	na	0.63334113	
LOC100507053	na	0.6332831	
REEP5	na	0.6329771	
LINC02004	na	0.6326344	
LOC105373759	na	0.632169	
CYP4F24P	na	0.632169	
BORCS7	na	0.6315182	
SLC39A11	na	0.63137525	
GDF6	na	0.6311935	
ALKAL1	na	0.63052416	
ZNF175	na	0.6303504	
HOXB2	na	0.6298195	
PLEK2	na	0.62907267	
GABRA5	na	0.62814915	
REPS2	na	0.6280702	
GCKR	na	0.6278908	
LINC02728	na	0.62764853	
LOC653513	na	0.62723005	
CPN2	na	0.6270491	
CTAGE10P	na	0.6269784	
L2HGDH	na	0.6263939	
MSMO1	na	0.6263642	
FGFR2	na	0.62630594	
BCKDHA	na	0.6262954	
TDRD9	na	0.62594414	
CDH23	na	0.6258676	
FILIP1	na	0.6257833	
LOC101928373	na	0.6250406	
DND1	na	0.625	
LOC105379461	na	0.6246746	
LOC102723446	na	0.6245918	
TRIM22	na	0.6244344	
CLSTN2	na	0.6243368	
FIBIN	na	0.624018	
SYTL1	na	0.6235331	
LOC105371939	na	0.623528	
TSPAN7	na	0.62345845	
IGFBP7	na	0.6231333	
FCRL2	na	0.6229022	
SH3BP4	na	0.62276876	
PIK3R1	na	0.6221669	
NIT2	na	0.6221137	
CD4	na	0.6218565	
LAMA2	na	0.6218097	
LINC00167	na	0.6213745	
LOC100128568	na	0.6213745	
LOC112268213	na	0.6213745	
BHLHA9	na	0.6213745	
MACO1	na	0.6213176	
SDHD	na	0.6211826	
SUN2	na	0.6211586	
GPRIN2_1	na	0.6211303	
SLC23A2	na	0.62057185	
PKHD1	na	0.6202909	
IGLV4-60	na	0.6201769	
CRISPLD2	na	0.6197312	
ZNF763	na	0.6189782	
LINC02021	na	0.61880213	
LOC101929710	na	0.61880213	
LOC105371468	na	0.61880213	
LOC107985579	na	0.61880213	
LOC107986603	na	0.61880213	
LOC644554	na	0.61880213	
MTMR9LP	na	0.6186222	
SAA3P	na	0.6184369	
S1PR4	na	0.6181139	
LOC101928502	na	0.61797696	
TPSAB1	na	0.6171057	
ZBTB16	na	0.6167352	
SCARNA7	na	0.6159786	
AQP1	na	0.61572	
COL26A1	na	0.61513853	
CACNA2D1	na	0.6149519	
LOC105371874	na	0.6146564	
DGCR5	na	0.61442596	
SAT1	na	0.6140743	
LOC105369919	na	0.61396205	
LOC107984748	na	0.61396205	
GRAP	na	0.61396205	
FAM245B	na	0.61366224	
MS4A7	na	0.6134071	
RASGRP1	na	0.6131224	
LUM	na	0.612887	
SLC35D1	na	0.61277395	
MIR3945HG	na	0.6120025	
DEGS2	na	0.6119261	
LRP5L	na	0.6119187	
LOC105371730	na	0.6118266	
SMOC2	na	0.61177856	
MMADHC-DT	na	0.61026084	
PPP6R2	na	0.609565	
CADM1	na	0.60873693	
KIF6	na	0.6083504	
LOC107985064	na	0.60829365	
LINC02158	na	0.60788167	
SCN1B	na	0.60779685	
STMN3	na	0.6077158	
TSPOAP1-AS1	na	0.60729355	
SERPINA7	na	0.6069024	
TRANK1	na	0.60687	
CDH6	na	0.6067476	
MFSD8	na	0.60667586	
SH3D19	na	0.6065775	
ANAPC16	na	0.6065745	
TAF7L	na	0.60641414	
LOC107985997	na	0.60596603	
TIMP3	na	0.6059099	
ZNF827	na	0.60564923	
LOC100287175	na	0.6054653	
LOC105374145	na	0.60496384	
LOC105374528	na	0.60487545	
MTARC2	na	0.60457456	
UPP2	na	0.60425884	
LOC105377294	na	0.60406303	
BCL11B	na	0.6039187	
LOC101929704	na	0.603814	
MYOZ1	na	0.603814	
GALNT17	na	0.6035424	
ANKRD20A4-ANKRD20A20P	na	0.6031735	
LINC00271	na	0.60289323	
ATOH7	na	0.60258245	
RTL8B	na	0.60189	
ALKBH7	na	0.6018336	
PELI2	na	0.6016476	
IFITM1	na	0.60159266	
LGI1	na	0.6014065	
PDXP	na	0.6012668	
APCS	na	0.60123605	
STK32A	na	0.60105896	
IGLV2-8	na	0.6010453	
ERLNC1	na	0.60039586	
TRGV10	na	0.60039586	
XPNPEP2	na	0.60007846	
ZFY-AS1	na	0.6	
SMLR1	na	0.5998906	
ECEL1	na	0.599779	
C5-OT1	na	0.5996613	
TRGV4	na	0.5994584	
TPRG1-AS1	na	0.59941167	
ADCY8	na	0.5994101	
ZNF487	na	0.59923893	
LOC105370928	na	0.5991977	
KCNA5	na	0.59880745	
MAN1C1	na	0.5983666	
OVOL2	na	0.59813523	
NELL2	na	0.59719324	
CCN1	na	0.596986	
SEMA3E	na	0.5969752	
LIMS2	na	0.59687847	
UGT1A4	na	0.5968705	
RPAIN	na	0.5964547	
MLC1	na	0.59603953	
LOC107986444	na	0.5960272	
SLC6A11	na	0.5959319	
FAM83A-AS1	na	0.59569913	
OXNAD1	na	0.5956113	
LOC107985658	na	0.5953078	
TMEM143	na	0.5949187	
TSPAN11	na	0.593911	
DHX58	na	0.5938949	
LDB3	na	0.5933611	
PRCP	na	0.59241205	
ZNF837	na	0.5920318	
HIBCH	na	0.5913014	
UNC80	na	0.5911652	
LIPJ	na	0.59114265	
LOC107985733	na	0.5910317	
PANDAR	na	0.59100366	
TCF7L2	na	0.59099346	
CA2	na	0.5907848	
TMEM150A	na	0.59054947	
GLIDR	na	0.5904131	
ADCY1	na	0.59039885	
ZNF540	na	0.5899036	
HORMAD2-AS1	na	0.5898671	
TRNG	na	0.5891421	
LOC105374426	na	0.5889899	
NOS3	na	0.58865076	
GATM	na	0.5885036	
FCRL1	na	0.58848995	
ST6GALNAC6	na	0.58781546	
PCBP1-AS1	na	0.5877555	
G0S2	na	0.5873232	
ITIH1	na	0.5865338	
LOC107984659	na	0.58640754	
SFXN5	na	0.5858576	
FAM3D	na	0.58573484	
ITGA7	na	0.5837397	
TNFSF11	na	0.5835642	
TTN	na	0.5831633	
TCF7	na	0.5829835	
KLF8	na	0.5823879	
LAG3	na	0.5823236	
UBAP1L	na	0.5811526	
VWA2	na	0.5809935	
LOC105373975	na	0.5800731	
SCTR	na	0.5800581	
CNRIP1	na	0.57972467	
DTHD1	na	0.57955134	
LOC105371356	na	0.57916397	
SAA2	na	0.5790304	
HGF	na	0.5789675	
SAA4	na	0.5781969	
IL2RB	na	0.5778367	
DCAF5	na	0.5777361	
C17orf64	na	0.57735026	
MRPS30-DT	na	0.57735026	
ASAP1-IT2	na	0.57735026	
FOXD3	na	0.57735026	
GPHA2	na	0.57735026	
LDLRAD4-AS1	na	0.57735026	
LOC102724672	na	0.57735026	
LOC105373449	na	0.57735026	
LOC105376121	na	0.57735026	
LOC105379152	na	0.57735026	
LOC107983950	na	0.57735026	
CFAP58	na	0.57735026	
CYP2D7_7	na	0.57735026	
DUSP5-DT	na	0.57735026	
LINC01597	na	0.57735026	
LOC100505502	na	0.57735026	
LOC105370998	na	0.57735026	
LOC105372261	na	0.57735026	
LOC105374245	na	0.57735026	
LOC105375124	na	0.57735026	
LOC105375919	na	0.57735026	
LOC105376134	na	0.57735026	
LOC105376922	na	0.57735026	
LOC105376991	na	0.57735026	
LOC105377633	na	0.57735026	
MIR6758	na	0.57735026	
NAV2-AS4	na	0.57735026	
SNORA14A	na	0.57735026	
SORCS1	na	0.57735026	
TMEM26-AS1	na	0.57735026	
TRGV8	na	0.57735026	
TRP-TGG3-2	na	0.57735026	
AS3MT	na	0.57735026	
CRX	na	0.57735026	
EPGN	na	0.57735026	
LINC02519	na	0.57735026	
LOC105369594	na	0.57735026	
LOC105370842	na	0.57735026	
LOC105373043	na	0.57735026	
LOC105375079	na	0.57735026	
LOC107984718	na	0.57735026	
LOC107984740	na	0.57735026	
LOC112268062	na	0.57735026	
MIR3189	na	0.57735026	
SCN2B	na	0.57735026	
SPART-AS1	na	0.57735026	
TUBA3FP	na	0.57735026	
VSTM2A	na	0.57735026	
GLOD4	na	0.5771111	
LARGE2	na	0.5764192	
WASF3	na	0.5763081	
NDRG4	na	0.5759567	
PLPP6	na	0.57567376	
CPXM2	na	0.57565486	
LOC149684	na	0.5754141	
SIGLEC6	na	0.5749601	
LOC101928370	na	0.57412714	
EXOC3L2	na	0.57370114	
UGT2B15	na	0.57357407	
FOXC2	na	0.57347196	
FAM214A	na	0.57330686	
TRNE	na	0.5725259	
ATP2C2	na	0.57251036	
LAMC3	na	0.5724518	
APOL3	na	0.5723073	
CFB	na	0.5719228	
LOC105369393	na	0.57187974	
CARF	na	0.5718638	
TFF1	na	0.5718148	
ABCC6_1	na	0.5715422	
MYO9A	na	0.5714092	
NSMCE4A	na	0.5712461	
ZNF214	na	0.57017267	
SIDT2	na	0.569951	
GCSH	na	0.5693192	
HACL1	na	0.56918985	
LINC01625	na	0.5689078	
KCNS3	na	0.56864274	
PLCZ1	na	0.568091	
ADGRL4	na	0.5679306	
GLIPR1L2	na	0.56757706	
PLA2G2A	na	0.567206	
ANXA6	na	0.5670446	
PRDM16	na	0.566698	
SETD4-AS1	na	0.5665952	
SNHG8	na	0.5665091	
CXCR5	na	0.56627476	
GATD3B	na	0.56590146	
FRMD7	na	0.5656998	
NCMAP-DT	na	0.56541425	
LOC105376325	na	0.5653473	
PRDX3	na	0.5646517	
TRBC2_1	na	0.56412023	
SHBG	na	0.5638429	
CLDN8	na	0.5634095	
SLC38A2	na	0.56332177	
RGS4	na	0.5630523	
PDE5A	na	0.56300586	
HSPB2	na	0.5629452	
KLC4	na	0.56272334	
LRATD1	na	0.5622551	
CDKL2	na	0.5614328	
TOB1	na	0.561164	
NR4A1	na	0.56109184	
MB	na	0.560883	
SLC6A1	na	0.5608273	
LOC102724943	na	0.56019443	
CARMIL2	na	0.56016904	
PSMA3-AS1	na	0.5600685	
ADAMTS1	na	0.5599633	
C2CD4B	na	0.55987155	
SLC4A4	na	0.5593564	
LOC105370821	na	0.559113	
KRT7-AS	na	0.5590869	
NIBAN3	na	0.5588794	
TMEM121	na	0.55847025	
MCCC2	na	0.55787414	
MKRN2OS	na	0.5575195	
CRACD	na	0.5570893	
LOC105369477	na	0.5569858	
LOC105375921	na	0.5569033	
LOC105374527	na	0.5567306	
IGLVI-70	na	0.55595165	
PROX2	na	0.5555297	
PCDH20	na	0.55551416	
MYORG	na	0.55524355	
LOC105370624	na	0.5549438	
LOC107985675	na	0.5547002	
LRRTM2	na	0.5547002	
GBP7	na	0.5543166	
TCTEX1D4	na	0.55414075	
LINC02225	na	0.5533879	
HMGN5	na	0.5532391	
GPRIN2	na	0.55256945	
SAA1	na	0.5516903	
NPIPB15	na	0.5507004	
LOC105372578	na	0.550587	
LOC107985977	na	0.5505046	
FAM99A_2	na	0.5501261	
KRT16P2	na	0.5501261	
LINC02315	na	0.5501261	
LOC101929577	na	0.5501261	
MS4A6A	na	0.5500644	
LOC105375120	na	0.5494854	
GSPT2	na	0.5493309	
C16orf86	na	0.5486995	
IGSF9B	na	0.54858375	
LOC107985957	na	0.54858375	
TRAV13-1	na	0.54858375	
HAO2-IT1	na	0.5475486	
DGLUCY	na	0.547333	
ATXN1-AS1	na	0.54686165	
CST3	na	0.5466195	
GPR18	na	0.54643667	
NPNT	na	0.5459313	
ZNF790	na	0.54586524	
LOC105375760	na	0.5458364	
LOC105379185	na	0.5458364	
LOC101927259	na	0.54554474	
SLC44A2	na	0.5454208	
PCDHGC3	na	0.54529756	
LOC105369464	na	0.5444416	
LOC105370783	na	0.5444416	
PRTG	na	0.54337764	
TBX1	na	0.54337764	
GPR15	na	0.54324955	
LOC105370687	na	0.5430895	
NOVA1	na	0.5427719	
SCIMP	na	0.5418291	
NACAD	na	0.54176146	
KIF1A	na	0.5417096	
CD207	na	0.541659	
SMPD1	na	0.5415237	
NPFF	na	0.540833	
SNORA31	na	0.540833	
CYB5A	na	0.5407934	
ERBB4	na	0.5404325	
LINC02006	na	0.5402212	
LOC100128770	na	0.5402212	
CFTR	na	0.5401927	
LINC02182	na	0.53994197	
LOC107986338	na	0.53994197	
UBE2DNL	na	0.53994197	
LOC105377896	na	0.5397429	
DHODH	na	0.5396404	
ADGRA2	na	0.5393234	
PLEKHG7	na	0.5391608	
SLC17A4	na	0.5391437	
SPOCK2	na	0.5388875	
FDX1	na	0.53878355	
LOC100506974	na	0.53868365	
USP44	na	0.538615	
LOC107984251	na	0.538386	
LINC00472	na	0.5382536	
CD200R1	na	0.53769755	
TRGV7	na	0.5376264	
TTPAL	na	0.5374908	
NAAA	na	0.5368123	
PPP1R3G	na	0.5366709	
TDRD1	na	0.5362392	
DYNLRB2	na	0.5358984	
TP63	na	0.5358984	
CRIM1	na	0.5358293	
HABP2	na	0.53576255	
SLC45A1	na	0.53575736	
OASL	na	0.5350244	
MANEA-DT	na	0.534345	
IGKV6D-21	na	0.53422797	
SLC26A7	na	0.5341365	
RPS15AP10	na	0.5340274	
LINC02666	na	0.53394556	
MISP	na	0.5337577	
BACH2	na	0.53349113	
SMG6	na	0.53290665	
RTL5	na	0.532462	
SEC14L3	na	0.5324413	
MEGF6	na	0.5320659	
LOC101927751	na	0.53138185	
KLRC3	na	0.53138185	
LRRC66	na	0.53138185	
TSPYL1	na	0.5313765	
LINC02724	na	0.531373	
CGA	na	0.5313353	
LOC105374037	na	0.5313353	
LOC105379404	na	0.5313353	
LOC105379841	na	0.5313353	
LOC107986950	na	0.5313353	
MIR302B	na	0.5313353	
MSTN	na	0.5313353	
MUC6_2	na	0.5313353	
PDGFD	na	0.5311386	
SEMA4G	na	0.5309665	
GSAP	na	0.53093046	
ZNRF3	na	0.5305926	
RPL36AL	na	0.5305466	
SPINT2	na	0.53003204	
BTLA	na	0.5296364	
LURAP1	na	0.5287997	
LOC105375097	na	0.52855134	
GMNC	na	0.5285015	
IGLV2-11	na	0.52760756	
LOC107984277	na	0.52752525	
ATE1-AS1	na	0.52744	
FAM167A	na	0.52744	
LOC105377994	na	0.52744	
LOC112268446	na	0.52744	
RHOXF1	na	0.52744	
HYAL1	na	0.52734953	
FAM229B	na	0.5267928	
P4HA3	na	0.5259373	
KIAA1671	na	0.5255913	
LCA5	na	0.5253186	
LOC112267900	na	0.5249458	
LOC729218	na	0.5248619	
LINC02481	na	0.5247623	
SULF2	na	0.5241472	
RNF186	na	0.5236138	
HEPH	na	0.5235314	
EPB41L4A-DT	na	0.5234138	
CLMP	na	0.52269	
HAGH	na	0.52243114	
IGSF5	na	0.52197367	
LOC101927863	na	0.52125055	
SLC34A2	na	0.5210484	
THG1L	na	0.5207509	
TMPRSS6	na	0.5194616	
CDC42BPG	na	0.5190795	
LOC107986644	na	0.51901793	
SLC22A18	na	0.51845485	
IRAG1	na	0.51818985	
ITGA10	na	0.5180195	
BCAS1	na	0.51798177	
ADCY2	na	0.51758474	
C17orf102	na	0.51758474	
C21orf91-OT1	na	0.51758474	
CCND2-AS1	na	0.51758474	
CLYBL-AS1	na	0.51758474	
DPYD-AS1	na	0.51758474	
EMX2OS	na	0.51758474	
FMR1NB	na	0.51758474	
IGLV5-48	na	0.51758474	
INSL6	na	0.51758474	
KCNU1	na	0.51758474	
LINC00841	na	0.51758474	
LINC02319	na	0.51758474	
LINC02523	na	0.51758474	
LINC02708_2	na	0.51758474	
LINC02823	na	0.51758474	
LOC101927375	na	0.51758474	
LOC101929480	na	0.51758474	
LOC102724527	na	0.51758474	
LOC102724586	na	0.51758474	
LOC105369877	na	0.51758474	
LOC105370460	na	0.51758474	
LOC105370668	na	0.51758474	
LOC105370773	na	0.51758474	
LOC105371259	na	0.51758474	
LOC105373284	na	0.51758474	
LOC105373285	na	0.51758474	
LOC105373409	na	0.51758474	
LOC105374270	na	0.51758474	
LOC105374501	na	0.51758474	
LOC105375224	na	0.51758474	
LOC105376344	na	0.51758474	
LOC107984373	na	0.51758474	
LOC107984487	na	0.51758474	
LOC107985145	na	0.51758474	
LOC107985402	na	0.51758474	
LOC107986517	na	0.51758474	
LOC112268182	na	0.51758474	
LOC283028	na	0.51758474	
LOC283665	na	0.51758474	
LOC646548	na	0.51758474	
MIR221	na	0.51758474	
MIR4480	na	0.51758474	
NRSN1	na	0.51758474	
OR5K2	na	0.51758474	
PCP4	na	0.51758474	
PPP1R42	na	0.51758474	
PRSS22	na	0.51758474	
RPSAP52	na	0.51758474	
SYCP1	na	0.51758474	
HEXIM2	na	0.5175588	
CCDC15-DT	na	0.5175529	
WDR86-AS1	na	0.5175529	
ALDH4A1	na	0.5174914	
LINC01348	na	0.5174743	
ARHGAP27P2	na	0.5173272	
CERKL	na	0.5173272	
LOC100505622	na	0.5173272	
LOC107986477	na	0.5173272	
MEIS1-AS2	na	0.5173272	
PIK3IP1-DT	na	0.5173272	
RORA-AS1	na	0.5171527	
COL17A1	na	0.5171003	
LOC105377086	na	0.5171003	
MAGI1-AS1	na	0.5171003	
MIR17HG	na	0.5162404	
PSTK	na	0.5159794	
ZMAT3	na	0.51578695	
LOC441242	na	0.5150218	
PPM1N	na	0.51499546	
KRT15	na	0.5149808	
LOC107985285	na	0.5149808	
LYRM1	na	0.5147576	
THSD7B	na	0.51428705	
C2orf74	na	0.5137163	
LOC107987137	na	0.513472	
SSTR2	na	0.51271147	
TESK2	na	0.512259	
GOT1	na	0.512054	
CASQ2	na	0.51147527	
LOC100509620	na	0.51138955	
FAM228A	na	0.5113139	
SPDYE18	na	0.5113139	
EPCAM	na	0.51051885	
CACNB2	na	0.510445	
RNF152	na	0.51016045	
PDE2A-AS2	na	0.5101593	
BSDC1	na	0.50939614	
CHMP1B2P	na	0.50917506	
NSG1	na	0.50917506	
POM121L9P	na	0.50917506	
TRDV1	na	0.50917506	
COX18	na	0.5087292	
LOC105377524	na	0.5079252	
HADHB	na	0.5076037	
YIPF4	na	0.5072985	
DCHS1	na	0.50665724	
GOLGA2P11	na	0.50577265	
SH2D1B	na	0.5050121	
KLRC4	na	0.50489736	
TMEM163	na	0.5045872	
LOC112268258	na	0.5036158	
EFHD1	na	0.5034415	
IFIT1	na	0.5029689	
RAB19	na	0.50270635	
ERG28	na	0.50220877	
LOC107986946	na	0.5021624	
NUBPL	na	0.5016589	
GSTT1-AS1	na	0.50143856	
IL2	na	0.50143856	
LINC02153	na	0.50143856	
LOC102723582	na	0.50143856	
LOC105369140	na	0.50143856	
LOC105374520	na	0.50143856	
LOC105378948	na	0.50143856	
LOC107984573	na	0.50143856	
LOC107985683	na	0.50143856	
INSYN2A	na	0.50143856	
EGFLAM	na	0.50117797	
ACCS	na	0.5004453	
PTCHD1	na	0.50013	
SNORD54	na	0.5	
EDNRB-AS1	na	0.5	
HAVCR1P1	na	0.5	
LOC101929506	na	0.5	
LOC101929523	na	0.5	
LOC105371167	na	0.5	
LOC105375610	na	0.5	
LOC105378448	na	0.5	
LOC107984018	na	0.5	
LOC112267887	na	0.5	
LOC105372098	na	0.5	
CTAGE7P	na	0.49949583	
LOC100506235	na	0.49918947	
HSD3B2	na	0.4991027	
MROH2A	na	0.49840418	
CRYBG1	na	0.4977405	
C10orf105	na	0.49741566	
CAPN3	na	0.49721706	
LOC105372431	na	0.49709958	
LINC02826	na	0.49709958	
LOC105376011	na	0.4961688	
LOC101927385	na	0.49580193	
PCSK6	na	0.49551657	
STMN2	na	0.49530402	
LOC107985678	na	0.4951164	
SLC9C2	na	0.49454314	
SEPSECS	na	0.49428293	
FAM166B	na	0.49357465	
SLIT3-AS2	na	0.49325597	
PHF24	na	0.492534	
SLC26A3	na	0.49236912	
ADGRA1-AS1	na	0.49211368	
ADIPOQ	na	0.49211368	
ANKRD20A8P	na	0.49211368	
ANKRD34C	na	0.49211368	
APBA2	na	0.49211368	
ATP13A5	na	0.49211368	
AVPR1B	na	0.49211368	
AWAT2	na	0.49211368	
C10orf82	na	0.49211368	
C22orf24	na	0.49211368	
CAMTA1-AS1	na	0.49211368	
CAV3	na	0.49211368	
CCL18_1	na	0.49211368	
CCL4_1	na	0.49211368	
CNPY1	na	0.49211368	
COL1A2-AS1	na	0.49211368	
CXXC1P1	na	0.49211368	
CYYR1-AS1	na	0.49211368	
DBIL5P2	na	0.49211368	
DDI1	na	0.49211368	
